Active_Growth_Period,Bloom_Period,Coppice_Potential,Duration,Fertility_Requirement,Foliage_Porosity_Summer,Genus,Growth_Form,Growth_Habit,Growth_Rate,Height_Mature_feet,Known_Allelopath,Species,State_and_Province,Vegetative_Spread_Rate,pH_Maximum,pH_Minimum
Spring and Summer,Mid Spring,No,Perennial,Medium,Moderate,Quercus,Single Crown,"Tree, Shrub",Slow,40,Yes,gambelii,"USA (AZ, CO, NM, NV, OK, SD, TX, UT, WY)",Moderate,8.0,6.5
Spring and Summer,Mid Spring,Yes,Perennial,Low,Moderate,Quercus,Single Stem,"Tree, Shrub",Slow,80,No,garryana,"USA (CA, OR, WA), CAN (BC)",None,6.7,4.8
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,georgiana,"USA (AL, GA, NC, SC)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,geminata,"USA (AL, FL, GA, LA, MS, NC, SC)",,,
,,,Perennial,,,Quercus,,Tree,,,,gravesii,USA (TX),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,grisea,"USA (AZ, CO, NM, TX)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,havardii,"USA (AZ, CO, KS, NM, OK, TX, UT)",,,
,,,Perennial,,,Quercus,,Tree,,,,hemisphaerica,"USA (AL, FL, GA, LA, MS, NC, SC, TX, VA)",,,
,,,Perennial,,,Quercus,,Shrub,,,,hinckleyi,USA (TX),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,hypoleucoides,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,ilicifolia,"USA (CT, DE, KY, MA, MD, ME, NC, NH, NJ, NY, PA, RI, VA, VT, WV), CAN (ON)",,,
,,,Perennial,,,Quercus,,Tree,,,,imbricaria,"USA (AL, AR, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, TN, VA, WV)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,incana,"USA (AL, AR, FL, GA, LA, MS, NC, OK, SC, TX, VA)",,,
,,,Perennial,,,Quercus,,Shrub,,,,intricata,USA (TX),,,
,,,Perennial,,,Quercus,,Shrub,,,,inopina,USA (FL),,,
Spring and Summer,Late Spring,No,Perennial,Low,Moderate,Quercus,Single Stem,"Tree, Shrub",Slow,85,No,kelloggii,"USA (CA, OR)",None,7.5,5.5
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,laceyi,USA (TX),,,
Spring and Summer,Late Spring,Yes,Perennial,Low,Moderate,Quercus,Single Stem,Tree,Rapid,40,No,laevis,"USA (AL, FL, GA, LA, MS, NC, SC, VA)",None,5.8,4.0
Spring and Summer,Early Spring,No,Perennial,Low,Moderate,Quercus,Single Stem,Tree,Rapid,70,No,laurifolia,"USA (AL, AR, FL, GA, LA, MD, MS, NC, PA, SC, TX, VA)",None,6.5,4.2
Spring and Summer,Early Spring,No,Perennial,Medium,Dense,Quercus,Single Crown,Tree,Rapid,100,No,lobata,USA (CA),None,7.5,4.5
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Quercus,Single Stem,Tree,Moderate,80,No,lyrata,"USA (AL, AR, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)",None,7.5,4.5
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Quercus,Single Stem,"Tree, Shrub",Slow,100,No,macrocarpa,"USA (AL, AR, CT, DC, DE, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV, WY), CAN (AB, MB, NB, ON, QC, SK)",None,7.5,4.5
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,marilandica,"USA (AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,macdonaldii,USA (CA),,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Quercus,Single Stem,Tree,Moderate,80,No,michauxii,"USA (AL, AR, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)",Slow,6.5,4.5
,,,Perennial,,,Quercus,,Shrub,,,,minima,"USA (AL, FL, GA, LA, MS, NC, TX)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,mohriana,"USA (NM, OK, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,montana,"USA (AL, CT, DC, DE, GA, IL, IN, KY, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",,,
,,,Perennial,,,Quercus,,Tree,,,,muehlenbergii,"USA (AL, AR, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV), CAN (ON)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,myrtifolia,"USA (AL, FL, GA, MS, SC)",,,
,,,Perennial,,,Quercus,,Tree,,,,nigra,"USA (AL, AR, DC, DE, FL, GA, IL, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,oblongifolia,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,oglethorpensis,"USA (AL, GA, LA, MS, SC)",,,
,,,Perennial,,,Quercus,,"Shrub, Tree",,,,palmeri,"USA (AZ, CA, NM)",,,
,,,Perennial,,,Quercus,,Tree,,,,palustris,"USA (AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, TN, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Quercus,,Tree,,,,pagoda,"USA (AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,pacifica,USA (CA),,,
,,,Perennial,,,Quercus,,Tree,,,,phellos,"USA (AL, AR, CT, DC, DE, FL, GA, IL, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,polymorpha,USA (TX),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,prinoides,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OK, PA, RI, TN, VA, VT, WI, WV), CAN (ON)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,pungens,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Quercus,,Shrub,,,,pumila,"USA (AL, FL, GA, MS, NC, SC)",,,
,,,Perennial,,,Quercus,,Tree,,,,robusta,USA (TX),,,
,,,Perennial,,,Quercus,,Tree,,,,rubra,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,rugosa,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Quercus,,Shrub,,,,sadleriana,"USA (CA, OR)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,shumardii,"USA (AL, AR, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NY, OH, OK, PA, SC, TN, TX, VA, WV), CAN (ON)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,sinuata,"USA (AL, AR, FL, GA, LA, MS, OK, SC, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,similis,"USA (AL, AR, GA, LA, MS, SC, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,stellata,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",,,
,,,Perennial,,,Quercus,,Tree,,,,tardifolia,USA (TX),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,texana,"USA (AL, AR, IL, KY, LA, MO, MS, OK, TN, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,tomentella,USA (CA),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,toumeyi,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,turbinella,"USA (AZ, CA, CO, NM, NV, TX, UT)",,,
,,,Perennial,,,Quercus,,Shrub,,,,vacciniifolia,"USA (CA, NV, OR)",,,
,,,Perennial,,,Quercus,,"Shrub, Tree",,,,vaseyana,USA (TX),,,
Spring and Summer,Early Spring,Yes,Perennial,Medium,Moderate,Quercus,Single Stem,Tree,Moderate,80,No,velutina,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON)",None,6.5,4.5
,,,Perennial,,,Quercus,,Tree,,,,virginiana,"USA (AL, FL, GA, LA, MS, NC, SC, TX, VA)",,,
,,,Perennial,,,Quercus,,Tree,,,,viminea,USA (AZ),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,wislizeni,USA (CA),,,
,,,"Biennial, Perennial",,,Ranunculus,,Forb/herb,,,,abortivus,"USA (AK, AL, AR, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Randia,,"Tree, Shrub",,,,aculeata,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Ranunculus,,Forb/herb,,,,aquatilis,"USA (AK, CA, ID, MT, NV, OR, UT, WA, WY), CAN (BC, NT)",,,
,,,Perennial,,,Ranunculus,,Forb/herb,,,,californicus,"USA (CA, OR, WA), CAN (BC)",,,
Summer,Mid Summer,No,Perennial,Medium,Porous,Ratibida,Single Crown,Forb/herb,Moderate,3.1,No,columnifera,"USA (AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KS, LA, MA, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NY, OH, OK, PA, SC, SD, TN, TX, UT, WI, WV, WY), CAN (AB, BC, MB, ON, SK)",None,7.0,5.9
,,,Perennial,,,Ranunculus,,Forb/herb,,,,fascicularis,"USA (AL, AR, CO, CT, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV), CAN (MB, ON)",,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Porous,Ranunculus,Single Crown,Forb/herb,Moderate,0.5,No,glaberrimus,"USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, SK)",None,7.5,6.0
,,,Annual,,,Rafinesquia,,Forb/herb,,,,neomexicana,"USA (AZ, CA, NM, NV, TX, UT)",,,
,,,Perennial,,,Ranunculus,,Forb/herb,,,,occidentalis,"USA (AK, CA, NV, OR, WA), CAN (AB, BC, YT)",,,
,,,"Annual, Perennial",,,Ranunculus,,Forb/herb,,,,pensylvanicus,"USA (AK, AZ, CO, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SD, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK)",,,
,,,Perennial,,,Ratibida,,Forb/herb,,,,peduncularis,"USA (LA, TX)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Porous,Ratibida,Single Crown,Forb/herb,Moderate,4.0,No,pinnata,"USA (AL, AR, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, MI, MN, MO, MS, NE, NJ, NY, OH, OK, PA, SC, SD, TN, VA, VT, WI, WV), CAN (ON)",None,6.8,5.6
,,,Perennial,,,Ranunculus,,Forb/herb,,,,rhomboideus,"USA (IA, ID, IL, MA, MI, MN, MT, ND, NE, RI, SD, WA, WI), CAN (AB, BC, MB, NT, ON, QC, SK)",,,
,,,Perennial,,,Remirea,,Graminoid,,,,maritima,"USA (FL), USA+ (PR)",,,
,,,Perennial,,,Reynosia,,"Tree, Shrub",,,,septentrionalis,USA (FL),,,
Spring and Summer,Late Summer,No,Perennial,Medium,Dense,Rhododendron,Multiple Stem,Shrub,Moderate,6.0,No,albiflorum,"USA (CO, ID, MT, OR, WA), CAN (AB, BC)",None,6.5,4.5
,,,Perennial,,,Rhododendron,,Shrub,,,,alabamense,"USA (AL, FL, GA, MS, TN)",,,
Spring and Summer,Late Spring,Yes,Perennial,Low,Dense,Rhododendron,Multiple Stem,Shrub,Moderate,18,No,arborescens,"USA (AL, GA, KY, MD, MS, NC, NY, PA, SC, TN, VA, WV)",None,5.7,4.2
,,,Perennial,,,Rhus,,Shrub,,,,aromatica,"USA (AL, AR, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV), CAN (ON, QC)",,,
Spring and Summer,Early Spring,Yes,Perennial,Low,Dense,Rhododendron,Colonizing,Shrub,Moderate,2.3,No,atlanticum,"USA (DC, DE, GA, MD, NC, NJ, PA, SC, VA)",Moderate,5.7,4.2
,,,Perennial,,,Rhododendron,,Shrub,,,,austrinum,"USA (AL, FL, GA, MS)",,,
,,,Perennial,,,Rhipsalis,,Shrub,,,,baccifera,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,carolinianum,"USA (CT, MA, NC, SC, TN)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,calendulaceum,"USA (AL, CT, GA, KY, MD, NC, NY, OH, PA, SC, TN, VA, WV)",,,
Spring and Summer,Mid Spring,No,Perennial,Low,Dense,Rhododendron,Multiple Stem,Shrub,Moderate,18,Yes,canadense,"USA (CT, MA, ME, NH, NJ, NY, PA, RI, VT), CAN (LB, NB, NF, NS, ON, PE, QC), FRA (SPM)",Slow,5.3,4.0
Spring and Summer,Spring,No,Perennial,Low,Dense,Rhododendron,Multiple Stem,Shrub,Slow,14,No,canescens,"USA (AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, OK, PA, SC, TN, TX)",None,5.8,4.3
,,,Perennial,,,Rhododendron,,"Tree, Shrub",,,,catawbiense,"USA (AL, GA, KY, MA, NC, SC, TN, VA, WV)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,chapmanii,USA (FL),,,
,,,Perennial,,,Rhynchospora,,Graminoid,,,,corniculata,"USA (AL, AR, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)",,,
,,,Perennial,,,Rhynchospora,,Graminoid,,,,colorata,"USA (AL, AR, FL, GA, LA, MS, NC, SC, TX, VA), USA+ (PR)",,,
"Spring, Summer, Fall",Early Spring,Yes,Perennial,Low,Dense,Rhamnus,Multiple Stem,"Tree, Shrub",Slow,5.0,No,crocea,"USA (AZ, CA)",None,8.5,6.5
,,,Perennial,,,Rhododendron,,Shrub,,,,cumberlandense,"USA (AL, GA, KY, NC, SC, TN, VA)",,,
,,,Perennial,,,Rhododendron,,"Shrub, Tree",,,,eastmanii,USA (SC),,,
,,,Perennial,,,Rhododendron,,Shrub,,,,flammeum,"USA (GA, SC)",,,
Spring and Summer,Mid Spring,Yes,Perennial,Low,Dense,Rhus,Rhizomatous,"Tree, Shrub",Moderate,12,No,glabra,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, ON, QC, SK)",Moderate,7.5,5.3
,,,Perennial,,,Rhapidophyllum,,Shrub,,,,hystrix,"USA (AL, FL, GA, MS, SC)",,,
,,,Perennial,,,Rhodiola,,Forb/herb,,,,integrifolia,"USA (AK, CA, CO, ID, MN, MT, NM, NV, NY, OR, UT, WA, WY), CAN (AB, BC, NT, YT)",,,
,,,Perennial,,,Rhus,,"Tree, Shrub",,,,integrifolia,USA (CA),,,
,,,Perennial,,,Rhododendron,,Shrub,,,,lapponicum,"USA (AK, CT, ME, NH, NY, WI), CAN (AB, BC, LB, MB, NF, NS, NT, NU, ON, QC, YT), DEN (GL)",,,
,,,Perennial,,,Rhus,,"Tree, Shrub",,,,lanceolata,"USA (AZ, NM, OK, TX)",,,
,,,Perennial,,,Rhizophora,,"Tree, Shrub",,,,mangle,"USA (FL, HI, NC, SC), USA+ (PR, VI)",,,
Spring and Summer,Spring,No,Perennial,Medium,Dense,Rhododendron,Multiple Stem,"Tree, Shrub",Moderate,15,No,macrophyllum,"USA (CA, OR, WA), CAN (BC)",None,7.0,5.5
,,,Perennial,,,Rhododendron,,"Tree, Shrub",,,,maximum,"USA (AL, CT, DC, DE, GA, KY, MA, MD, ME, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV), CAN (NS)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,minus,"USA (AL, GA, KY, NC, SC, TN)",,,
Spring and Summer,Spring,Yes,Perennial,Low,Moderate,Rhus,Multiple Stem,"Tree, Shrub",Moderate,10,No,microphylla,"USA (AZ, NM, OK, TX)",None,8.5,7.0
,,,Perennial,,,Rhynchosia,,"Vine, Subshrub, Forb/herb",,,,minima,"USA (, AL, AR, FL, GA, HI, LA, MO, MS, TX), USA+ (PR, VI)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,oblongifolium,"USA (AR, LA, OK, TX)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Dense,Rhododendron,Multiple Stem,Shrub,Moderate,10,No,occidentale,"USA (CA, OR)",None,6.5,4.5
,,,Perennial,,,Rhus,,"Tree, Shrub",,,,ovata,"USA (AZ, CA)",,,
,,,Perennial,,,Rhynchosia,,"Vine, Forb/herb",,,,parvifolia,USA (FL),,,
,,,Perennial,,,Rhexia,,Forb/herb,,,,parviflora,"USA (AL, FL, GA)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,periclymenoides,"USA (AL, CT, DC, DE, GA, IL, KY, MA, MD, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,prinophyllum,"USA (AL, AR, CT, GA, IL, KY, MA, MD, ME, MO, NC, NH, NJ, NY, OH, OK, PA, RI, TN, TX, VA, VT, WV)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,prunifolium,"USA (AL, GA)",,,
,,,Perennial,,,Rhynchosia,,Forb/herb,,,,reniformis,"USA (AL, FL, GA, LA, MS, NC, SC, TN, TX)",,,
,,,Perennial,,,Rhodiola,,Forb/herb,,,,rhodantha,"USA (AZ, CO, MT, NM, UT, WY)",,,
,,,Perennial,,,Rhodiola,,Forb/herb,,,,rosea,"USA (CT, ME, NC, NY, PA, VT), CAN (LB, NB, NF, NS, NU, QC), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Rhus,,"Shrub, Tree",,,,typhina,"USA (AL, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, SD, TN, UT, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,vaseyi,"USA (MA, NC)",,,
,,,Perennial,,,Rhexia,,Forb/herb,,,,virginica,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NS, ON)",,,
,,,Perennial,,,Rhododendron,,Shrub,,,,viscosum,"USA (AL, AR, CT, DC, DE, FL, GA, LA, MA, MD, ME, MS, NC, NH, NJ, NY, OK, PA, RI, SC, TN, TX, VA, VT, WV)",,,
,,,Perennial,,,Rhus,,"Tree, Shrub",,,,virens,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Ribes,,Shrub,,,,acerifolium,"USA (ID, OR, WA), CAN (BC)",,,
,,,Perennial,,,Ribes,,Shrub,,,,americanum,"USA (CO, CT, DC, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NY, OH, PA, RI, SD, VA, VT, WI, WV, WY), CAN (AB, MB, NB, NS, ON, QC, SK)",,,
,,,Perennial,,,Ribes,,Shrub,,,,bracteosum,"USA (AK, CA, OR, WA), CAN (BC)",,,
,,,"Annual, Perennial",,,Richardia,,Forb/herb,,,,brasiliensis,"USA (AL, FL, GA, HI, LA, MS, NC, NJ, PA, SC, TN, TX, VA)",,,
,,,Perennial,,,Ribes,,Shrub,,,,californicum,USA (CA),,,
,,,Perennial,,,Ribes,,Shrub,,,,cereum,"USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, OK, OR, SD, UT, WA, WY), CAN (BC)",,,
,,,Perennial,,,Ribes,,Shrub,,,,curvatum,"USA (AL, AR, GA, LA, OK, TN, TX)",,,
,,,Perennial,,,Ribes,,Shrub,,,,cynosbati,"USA (AL, AR, CT, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, ND, NH, NJ, NY, OH, OK, PA, SC, SD, TN, VA, VT, WI, WV), CAN (ON, QC)",,,
,,,Perennial,,,Ribes,,Shrub,,,,glandulosum,"USA (AK, CT, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, TN, VA, VT, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Ribes,,Shrub,,,,hirtellum,"USA (CT, IA, IL, IN, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WI, WV), CAN (AB, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)",,,
Spring and Summer,Late Spring,No,Perennial,High,Moderate,Ribes,Thicket Forming,Shrub,Moderate,5.0,No,hudsonianum,"USA (AK, CA, IA, ID, MI, MN, MT, NV, OR, UT, WA, WI, WY), CAN (AB, BC, MB, NT, NU, ON, QC, SK, YT)",Moderate,6.9,5.0
,,,Perennial,,,Rivina,,"Forb/herb, Shrub",,,,humilis,"USA (, AR, AZ, FL, HI, LA, NM, OK, TX), USA+ (PR, VI)",,,
,,,Perennial,,,Ribes,,Shrub,,,,indecorum,USA (CA),,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Ribes,Multiple Stem,Shrub,Moderate,8.0,No,inerme,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)",None,7.5,6.0
,,,Perennial,,,Ribes,,Shrub,,,,lacustre,"USA (AK, CA, CO, CT, ID, MA, ME, MI, MN, MT, NH, NJ, NV, NY, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)",,,
,,,Perennial,,,Ribes,,"Vine, Shrub",,,,laxiflorum,"USA (AK, CA, CO, ID, MT, NM, OR, UT, WA), CAN (AB, BC, YT)",,,
,,,Perennial,,,Ribes,,Shrub,,,,leptanthum,"USA (AZ, CO, NM, TX, UT)",,,
,,,Perennial,,,Ribes,,Shrub,,,,lobbii,"USA (CA, OR, WA), CAN (BC)",,,
,,,Perennial,,,Ribes,,Shrub,,,,malvaceum,USA (CA),,,
,,,Perennial,,,Ribes,,Shrub,,,,menziesii,"USA (CA, OR)",,,
,,,Perennial,,,Ribes,,Shrub,,,,missouriense,"USA (AR, CT, IA, IL, IN, KS, KY, MD, MN, MO, MT, ND, NE, NJ, NY, OH, OK, PA, SD, TN, VA, WI, WV), CAN (ON)",,,
Spring and Summer,Early Summer,Yes,Perennial,Medium,Dense,Ribes,Multiple Stem,Shrub,Rapid,1.0,No,montigenum,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)",None,8.0,7.0
,,,Perennial,,,Ribes,,Shrub,,,,niveum,"USA (CO, ID, NV, OR, WA)",,,
,,,Perennial,,,Ribes,,Shrub,,,,pinetorum,"USA (AZ, NM)",,,
Spring and Summer,Late Spring,Yes,Perennial,Medium,Dense,Ribes,Multiple Stem,Shrub,Moderate,5.0,No,roezlii,"USA (CA, NV, OR)",None,7.5,6.0
,,,Perennial,,,Ribes,,Shrub,,,,rotundifolium,"USA (CT, DC, KS, KY, MA, MD, NC, NJ, NY, OH, PA, SC, TN, VA, WV)",,,
,,,Annual,,,Richardia,,Forb/herb,,,,scabra,"USA (AL, AR, FL, GA, HI, IN, LA, MD, MS, NC, NJ, SC, TX, VA), USA+ (PR)",,,
,,,Perennial,,,Ribes,,Shrub,,,,speciosum,USA (CA),,,
Summer,Late Spring,No,Perennial,Medium,Porous,Ribes,Stoloniferous,Shrub,Moderate,2.0,No,triste,"USA (AK, CT, IL, MA, ME, MI, MN, MT, ND, NH, NJ, NY, OH, OR, PA, RI, SD, VA, VT, WA, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT)",Moderate,7.5,5.0
"Spring, Summer, Fall",Mid Spring,No,Perennial,Low,Dense,Ribes,Thicket Forming,Shrub,Rapid,3.0,No,viburnifolium,USA (CA),Moderate,7.5,5.0
,,,Perennial,,,Ribes,,Shrub,,,,viscosissimum,"USA (AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
Spring and Summer,Early Summer,Yes,Perennial,Low,Moderate,Rosa,Multiple Stem,Subshrub,Rapid,4.0,No,acicularis,"USA (AK, CO, CT, IA, ID, IL, KS, MA, ME, MI, MN, MT, ND, NH, NM, NY, RI, SD, VT, WI, WV, WY), CAN (AB, BC, MB, NB, NS, NT, ON, QC, SK, YT)",Moderate,7.5,6.8
,,,Perennial,,,Rosa,,Subshrub,,,,arkansana,"USA (AR, CO, DC, IA, IL, IN, KS, MA, MI, MN, MO, MT, ND, NE, NM, NY, OH, OK, SD, TX, WI, WY), CAN (AB, BC, MB, ON, SK)",,,
,,,Perennial,,,Rosa,,Subshrub,,,,blanda,"USA (CT, IA, IL, IN, KS, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NY, OH, PA, SD, VA, VT, WI, WV), CAN (AB, MB, NB, NS, NT, ON, QC, SK)",,,
,,,Perennial,,,Rosa,,Subshrub,,,,bridgesii,USA (CA),,,
"Spring, Summer, Fall",Summer,Yes,Perennial,Low,Dense,Rosa,Thicket Forming,Subshrub,Rapid,10,No,californica,"USA (CA, OR)",Rapid,8.0,7.0
